epoch,games,blue_wins,red_wins,ties,avg_moves,policy_loss,value_loss,total_loss,avg_grad_norm,policy_entropy_nats,avg_root_val_winner,avg_root_val_loser,buffer_size,num_workers,epoch_time_s
19,100,41,34,25,71.13,1.3827157919406892,0.10806490381807089,1.706910504579544,1.429626503109932,1.149188756942749,0.4352,-0.639,108343,24,241.5
20,100,47,20,33,73.53,1.3850745792388917,0.09642530006915331,1.6743504791259765,1.3570351349115373,1.1608997583389282,0.4535,-0.5587,77389,24,253.7
21,100,47,31,22,75.7,1.3630195758342742,0.1476816113293171,1.8060644073486327,1.9327205419540405,1.1587891578674316,0.4798,-0.5964,85068,24,272.3
22,100,52,29,19,69.74,1.370052054643631,0.12066020730882883,1.7320326731204987,1.616482259273529,1.1812248229980469,0.6248,-0.6794,92150,24,270.8
23,100,55,29,16,68.07,1.3700693626403808,0.10873113383352756,1.6962627642154693,1.4927955541610718,1.1550592184066772,0.6656,-0.6917,99076,24,292.2
24,100,48,32,20,69.96,1.3691822061538697,0.0988342700228095,1.6656850159168244,1.4283926875591277,1.1423510313034058,0.6324,-0.6856,106198,24,244.4
25,100,51,24,25,71.11,1.3731654336452483,0.09581830839812755,1.660620358467102,1.3390118652582168,1.185915470123291,0.5368,-0.6646,77389,24,258.7
26,100,43,36,21,74.41,1.3601514701843263,0.14458481965214015,1.7939059290885926,1.9004992482662202,1.144566535949707,0.5299,-0.6321,84934,24,298.1
27,100,43,32,25,76.97,1.367443146944046,0.11687552431225777,1.7180697185993195,1.5875680508613585,1.1492847204208374,0.5363,-0.6018,92747,24,267.7
28,100,41,33,26,67.23,1.3705241279602052,0.10424640735238791,1.6832633464336395,1.5013212778568268,1.135908842086792,0.555,-0.6396,99585,24,255.8
29,100,43,31,26,69.5,1.3727769181728362,0.09818825198709964,1.667341670036316,1.3911407816410064,1.1430587768554688,0.5623,-0.6106,106648,24,249.3
30,100,43,28,29,79.1,1.3751706864833833,0.09606811395287514,1.6633750259876252,1.354347129225731,1.164656639099121,0.5317,-0.6269,77389,24,284.7
31,100,53,25,22,73.45,1.3583558259010315,0.13581012016534805,1.7657861874103546,1.8648345959186554,1.1545090675354004,0.5046,-0.6183,84893,24,306.7
32,100,60,25,15,66.08,1.3582048335075378,0.10397324518859387,1.6701245675086975,1.5886552187204361,1.161614179611206,0.6273,-0.6492,91630,24,242.6
33,100,35,39,26,74.06,1.3585510070323945,0.10088595324754715,1.6612088673114778,1.5218375461101532,1.1440072059631348,0.5379,-0.5809,99153,24,314.3
34,100,38,29,33,74.42,1.36236940741539,0.09366097487136722,1.6433523325920105,1.437018321990967,1.184883713722229,0.498,-0.5766,106715,24,269.0
35,100,43,32,25,69.06,1.3629537839889527,0.08530229358375073,1.61886066198349,1.3881191940307618,1.1576331853866577,0.4944,-0.6197,113731,24,252.1
36,100,48,31,21,69.83,1.364756953239441,0.08469852282106877,1.618852520942688,1.3792720798254012,1.1621639728546143,0.5481,-0.6511,120818,24,271.2
37,100,30,42,28,78.07,1.3665267667770387,0.0810957083068788,1.6098138921260834,1.3351356123685836,1.1734135150909424,0.5719,-0.6486,128749,24,268.6
38,100,43,33,24,73.7,1.3696531920433044,0.07917839569225907,1.6071883788108825,1.3361867407560348,1.1872899532318115,0.5311,-0.658,136224,24,294.7
39,100,39,45,16,68.13,1.3666685464382171,0.07696279828250409,1.5975569417476654,1.3115501387119293,1.1659599542617798,0.5512,-0.6844,143168,24,240.0
40,100,47,39,14,73.69,1.3678124244213103,0.07615161891654133,1.596267280817032,1.2768449256420136,1.1609768867492676,0.6349,-0.7307,150664,24,272.4
41,100,50,31,19,82.59,1.3630556435585022,0.0786021793037653,1.5988621807098389,1.2997980518341063,1.1496140956878662,0.5568,-0.6698,159069,24,324.8
42,100,53,32,15,68.27,1.3628757286071778,0.06888934257999063,1.5695437574386597,1.2418620887994767,1.147019863128662,0.632,-0.7249,166003,24,284.9
43,100,43,40,17,71.25,1.3619691500663758,0.06646483854204416,1.5613636660575867,1.229366305589676,1.1501998901367188,0.6177,-0.7289,173228,24,349.3
44,100,41,40,19,69.82,1.360331616640091,0.06825965581089258,1.5651105842590332,1.241435942530632,1.163851022720337,0.604,-0.6817,180322,24,333.9
45,100,42,44,14,71.96,1.3617312049865722,0.06719241861253977,1.563308459043503,1.235871147274971,1.1744272708892822,0.6317,-0.709,187639,24,281.4
46,100,38,42,20,81.63,1.3597738070487977,0.07012275658361614,1.5701420764923095,1.2592899553775787,1.1819424629211426,0.5687,-0.6747,195913,24,316.5
47,100,47,38,15,74.32,1.3617084772586823,0.06988483989238739,1.571362995147705,1.2564279477596283,1.163543701171875,0.6498,-0.7189,203464,24,281.1
48,100,38,40,22,69.87,1.3569064190387725,0.06916513673588634,1.5644018280506133,1.285873067855835,1.1699378490447998,0.5515,-0.6521,210592,24,261.8
49,100,52,32,16,69.48,1.3607985866069794,0.06502469025179744,1.5558726601600648,1.2323209677934646,1.1685773134231567,0.6405,-0.7284,217662,24,313.3
50,100,44,38,18,71.77,1.3610754647254943,0.07014507754519582,1.5715106976032258,1.278686465024948,1.1649768352508545,0.6007,-0.704,187639,24,265.7
51,100,47,36,17,73.82,1.3551690623760224,0.06249319912865758,1.542648656129837,1.1748807916641235,1.164220929145813,0.6136,-0.7309,195140,24,332.1
52,100,48,36,16,78.2,1.3505347163677215,0.06464135164022446,1.5444587695598602,1.2001065444946288,1.1544537544250488,0.5379,-0.671,203076,24,332.6
53,100,45,39,16,64.51,1.3478154938220979,0.06297282011434435,1.5367339537143707,1.2031632047891616,1.1984771490097046,0.6819,-0.7283,209626,24,256.7
54,100,42,39,19,70.76,1.3546909911632539,0.06302135703340173,1.5437550625801086,1.2220493320226669,1.1814002990722656,0.6138,-0.7083,216803,24,288.3
55,100,43,45,12,66.83,1.3515770761966706,0.05873371325433254,1.5277782182693482,1.2236403542757035,1.160921335220337,0.6707,-0.7592,223611,24,293.9
56,100,39,42,19,74.53,1.3597962234020233,0.07074596003815532,1.5720341024398803,1.3441807634830474,1.1804893016815186,0.5547,-0.6671,231193,24,301.4
57,100,39,45,16,71.86,1.3592753143310548,0.0745497996993363,1.5829247126579284,1.3887894319295884,1.1764440536499023,0.626,-0.7298,238490,24,307.3
58,100,45,38,17,67.92,1.3586767256259917,0.07279988589510322,1.577076382637024,1.4055593235492707,1.1622626781463623,0.608,-0.7191,245421,24,283.2
59,100,47,44,9,66.84,1.3631695504188537,0.07466442845761775,1.587162837266922,1.4377875413894654,1.1762771606445312,0.6814,-0.7725,252220,24,291.9
60,100,47,38,15,75.68,1.3679475724697112,0.08079557102918625,1.6103342852592468,1.5261379870176315,1.1877878904342651,0.6414,-0.7421,223611,24,429.2
61,100,46,45,9,79.4,1.3573430609703063,0.06827045634388923,1.5621544291973115,1.3448433010578156,1.1542655229568481,0.6436,-0.7591,231682,24,357.6
62,100,43,44,13,61.89,1.3604177114963532,0.07315909742936492,1.5798950040340423,1.3899335378408433,1.1615276336669922,0.68,-0.753,237965,24,267.0
63,100,43,41,16,66.0,1.364947547674179,0.08711104394122958,1.6262806792259217,1.5043441426753998,1.1808981895446777,0.6132,-0.7084,244692,24,296.6
64,100,37,46,17,67.01,1.3682197031974792,0.10114404653757811,1.6716518442630768,1.611728513598442,1.1693834066390991,0.6422,-0.7115,251508,24,299.1
65,100,46,33,21,70.59,1.3743782999515533,0.12471431461721659,1.7485212445259095,1.782136338353157,1.189258337020874,0.5715,-0.6745,258680,24,382.5
66,100,30,49,21,112.13,1.3991953608989716,0.132040104188025,1.7953156735897065,1.8231382167339325,1.1474934816360474,0.4478,-0.4805,270038,24,1027.7
67,100,26,57,17,101.06,1.4068282403945922,0.1150990751683712,1.752125467300415,1.6836908118724823,1.1600854396820068,0.3997,-0.6342,280281,24,893.1
68,100,29,54,17,113.13,1.4042877473831177,0.11478209246695041,1.7486340215206146,1.6640049562454224,1.127447247505188,0.451,-0.5095,291742,24,942.6
69,100,29,56,15,105.67,1.3975787994861604,0.11477753537893295,1.7419114034175873,1.6209738121032715,1.136945128440857,0.3827,-0.6524,302451,24,792.0
70,100,27,48,25,103.93,1.395652301311493,0.12267304895073175,1.7636714470386505,1.6268225169181825,1.1128404140472412,0.3786,-0.5106,312987,24,871.9
71,100,18,55,27,109.02,1.3944691789150239,0.12309081742167473,1.7637416319847108,1.6415772755146028,1.1498461961746216,0.3414,-0.5275,324024,24,857.0
72,100,33,41,26,109.53,1.3915159811973572,0.1276430064663291,1.77444500374794,1.6453696932792663,1.147114634513855,0.4187,-0.5167,335115,24,860.2
73,100,36,42,22,99.18,1.3880487604141236,0.13179966066777707,1.7834477384090424,1.677943691253662,1.1393324136734009,0.402,-0.5246,345166,24,818.8
74,100,25,59,16,96.82,1.3828435912132264,0.13412883864343167,1.7852301058769227,1.6719592278003692,1.1154115200042725,0.4895,-0.4973,354996,24,728.7
75,100,31,46,23,115.75,1.379327060699463,0.1443611810654402,1.8124106056690217,1.6900495350360871,1.1104919910430908,0.3626,-0.48,312987,24,909.3
76,100,17,62,21,110.84,1.3933986988067626,0.12594483035057782,1.771233190536499,1.64708620595932,1.1039066314697266,0.4118,-0.5775,324195,24,909.6
77,100,23,51,26,109.93,1.387895408153534,0.13260839918255807,1.7857206058502197,1.6652845780849457,1.1184115409851074,0.3079,-0.5465,335317,24,843.3
78,100,26,49,25,113.28,1.388233081817627,0.13479490269720554,1.7926177880764007,1.655316039800644,1.123227596282959,0.4224,-0.499,346799,24,888.2
79,100,27,48,25,119.13,1.3831998386383058,0.13631308346241713,1.7921390857696533,1.7002877550125122,1.1343718767166138,0.3074,-0.5545,358833,24,964.6
80,100,31,46,23,110.95,1.3864463098049165,0.14023427391052246,1.8071491322517395,1.7045623309612274,1.1152204275131226,0.3987,-0.4937,370072,24,852.3
81,100,31,46,23,107.34,1.3847801337242127,0.1397582545131445,1.8040548996925354,1.725721672296524,1.133333683013916,0.4302,-0.5366,380938,24,849.7
82,100,35,37,28,120.35,1.3848634245395661,0.15326781821250915,1.8446668810844422,1.7632527928352355,1.1082918643951416,0.3112,-0.493,393117,24,951.6
83,100,33,46,21,124.0,1.3790934808254243,0.16014353787899016,1.8595240952968597,1.759522842645645,1.0998706817626953,0.343,-0.4827,405660,24,935.9
84,100,29,48,23,108.79,1.3759761695861816,0.1600636156052351,1.856167015314102,1.7745216624736786,1.090643048286438,0.3975,-0.4634,416682,24,845.2
85,100,25,46,29,115.17,1.3723295531272888,0.16046072655916213,1.853711730480194,1.7824500863552093,1.0966869592666626,0.322,-0.5112,428338,24,980.2
86,100,30,44,26,116.76,1.3741767799854279,0.16265213134884834,1.8621331758499144,1.790327795267105,1.0328891277313232,0.5001,-0.4501,440148,24,922.8
87,100,31,40,29,122.29,1.3765368804931641,0.16902537789940833,1.8836130142211913,1.8197574496269227,1.075137972831726,0.3718,-0.4674,452530,24,1003.2
88,100,34,41,25,124.46,1.3712972595691681,0.1728909098803997,1.889969987154007,1.8299663627147675,1.0849108695983887,0.2741,-0.4939,465122,24,972.6
89,100,40,34,26,114.88,1.3674470753669739,0.17112064261734486,1.8808090057373046,1.8531217765808106,1.0520293712615967,0.3939,-0.4735,476773,24,934.0
90,100,41,39,20,123.01,1.3742754397392274,0.1752608621418476,1.900058027744293,1.8891163485050202,1.080718994140625,0.3821,-0.5359,489219,24,1029.0
91,100,39,36,25,116.46,1.366108414888382,0.17418937262892722,1.8886765339374543,1.880755957365036,1.058032512664795,0.3691,-0.5349,500000,24,967.2
92,100,40,35,25,111.84,1.3652222378253938,0.17595000256597995,1.8930722472667694,1.8969469974040984,1.046662449836731,0.3409,-0.5017,500000,24,887.0
93,100,35,40,25,116.37,1.364376683473587,0.18106832778453827,1.9075816686153413,1.8993822989463807,1.0571842193603516,0.3425,-0.4837,500000,24,920.6
94,100,41,30,29,122.74,1.3643753204345703,0.18474093960225582,1.9185981380939483,1.9227277655601502,1.049930453300476,0.3793,-0.4473,500000,24,929.1
95,100,42,29,29,117.38,1.3622691109180451,0.18286243975162506,1.910856432199478,1.9459430289268493,1.0608469247817993,0.3867,-0.4881,500000,24,897.2
96,100,30,35,35,120.51,1.3634956924915314,0.1881292285621166,1.9278833804130555,1.9482875053882598,1.0374882221221924,0.3468,-0.4558,500000,24,988.2
97,100,31,40,29,115.09,1.3636220271587371,0.19158749704062938,1.938384516954422,1.9433888204097747,1.0585544109344482,0.3131,-0.5085,500000,24,872.8
98,100,34,30,36,120.99,1.3602291390895844,0.19406028540432455,1.9424099974632263,1.9767113711833955,1.035736083984375,0.3069,-0.4165,500000,24,1001.2
99,100,38,32,30,120.74,1.3567224686145782,0.19596602833271026,1.944620551109314,1.9844831256866455,1.0346601009368896,0.336,-0.4684,500000,24,963.2
100,100,37,34,29,120.94,1.3562427153587342,0.1991924475133419,1.9538200595378876,2.0013620450496674,1.0294350385665894,0.2741,-0.4852,500000,24,959.0
101,100,39,38,23,117.84,1.3620543835163117,0.18556843511760235,1.9187596888542175,1.9334352512359618,1.0670521259307861,0.3976,-0.5262,500000,24,921.5
102,100,45,24,31,118.26,1.3592533214092255,0.18715995720028877,1.9207331941127777,1.9537143926620484,1.0310617685317993,0.3657,-0.5057,500000,24,982.6
103,100,27,43,30,124.62,1.359141765832901,0.19352674466371536,1.9397219984531402,1.9646029534339904,1.0314642190933228,0.3391,-0.4495,500000,24,1015.4
104,100,29,35,36,111.21,1.3600709824562072,0.19229473547637463,1.936955185174942,2.0053074135780333,1.0320165157318115,0.3315,-0.4162,500000,24,909.4
105,100,33,39,28,123.28,1.3553888597488404,0.19785045979917049,1.948940235853195,2.0011156532764436,1.0170339345932007,0.3421,-0.459,500000,24,965.0
106,100,33,33,34,113.58,1.3608130445480346,0.18330800002813338,1.9107370433807374,1.9288283729553222,1.0511512756347656,0.344,-0.4458,500000,24,888.3
107,100,37,25,38,124.78,1.364346219062805,0.19101843075454236,1.9374015126228332,1.9576555216312408,1.0124541521072388,0.319,-0.3889,500000,24,953.6
108,100,30,52,18,118.35,1.3568141956329345,0.19309441690146922,1.9360974457263946,1.9457332422733307,1.0378166437149048,0.3831,-0.4975,500000,24,935.5
109,100,27,45,28,118.45,1.3512636976242065,0.19369883635640145,1.932360209465027,1.9738050203323365,1.0047845840454102,0.3869,-0.4767,500000,24,961.3
110,100,29,34,37,116.16,1.3479400477409362,0.193132001131773,1.9273360512256623,1.987946043729782,1.0262172222137451,0.3518,-0.4391,500000,24,893.0
111,100,45,31,24,122.8,1.3476157095432282,0.19865710066258907,1.9435870113372802,2.0008411254882814,1.0030021667480469,0.3732,-0.4624,500000,24,972.6
112,100,37,31,32,114.12,1.3449297254085542,0.20009764495491983,1.945222660779953,2.0186497111320496,1.0109195709228516,0.339,-0.4807,500000,24,961.2
113,100,29,38,33,120.1,1.3381285607814788,0.2051629978120327,1.9536175541877747,2.038603346347809,1.0189661979675293,0.2815,-0.4593,500000,24,958.5
114,100,33,30,37,118.43,1.335069271326065,0.20684468524158,1.9556033253669738,2.0448058125972746,0.9820006489753723,0.3267,-0.4276,500000,24,965.7
115,100,44,32,24,108.15,1.334360785484314,0.20005063152313232,1.934512680053711,2.0637599823474884,0.987394392490387,0.3642,-0.5653,500000,24,842.8
116,100,44,22,34,131.1,1.3322504861354827,0.21704818189144134,1.9833950295448304,2.0950439698696135,0.987141489982605,0.2648,-0.4269,500000,24,1107.3
117,100,45,23,32,130.15,1.3254941382408143,0.21361905893683433,1.966351307630539,2.0975858433246612,1.0104708671569824,0.3885,-0.4975,500000,24,1006.8
118,100,42,25,33,121.88,1.322230613231659,0.21689517283439635,1.9729161324501037,2.11529110789299,0.9930169582366943,0.3206,-0.4386,500000,24,964.4
119,100,30,33,37,122.64,1.3151503229141235,0.2194903643131256,1.9736214148998261,2.1176746559143065,0.9743704199790955,0.3045,-0.4291,500000,24,955.2
120,100,34,33,33,117.46,1.3151760182380676,0.2230450726300478,1.9843112363815307,2.1425170450210573,0.9614630341529846,0.3352,-0.4372,500000,24,897.2
121,100,34,36,30,118.01,1.3292407619953155,0.2024031318128109,1.9364501602649689,2.0651191754341127,1.0064213275909424,0.3825,-0.5237,500000,24,881.1
122,100,34,26,40,118.09,1.3262851486206055,0.20531406578421593,1.942227345943451,2.0914706695079803,1.0025484561920166,0.3411,-0.4097,500000,24,906.4
123,100,30,31,39,123.27,1.3235535254478454,0.20952362403273583,1.9521243965625763,2.1179909529685976,0.9810975790023804,0.3394,-0.4191,500000,24,937.8
124,100,37,32,31,110.05,1.3134992742538452,0.2058876821100712,1.9311623191833496,2.1130018911361694,0.9806678891181946,0.3999,-0.4744,500000,24,847.6
125,100,33,34,33,116.42,1.3115459589958192,0.21076566956937312,1.9438429689407348,2.1434008722305298,0.9817644953727722,0.3697,-0.468,500000,24,905.0
126,100,32,34,34,124.15,1.327268183708191,0.20701730941236018,1.9483201138973236,2.089505584478378,1.0080163478851318,0.3466,-0.4751,500000,24,1055.0
127,100,40,33,27,117.46,1.3235152459144592,0.20813013184070586,1.9479056448936463,2.0840316832065584,0.988686203956604,0.3956,-0.4664,500000,24,951.9
128,100,40,33,27,105.46,1.3219985139369965,0.2019606112241745,1.927880343914032,2.0826852192878724,0.9781733751296997,0.4041,-0.5106,500000,24,1004.3
129,100,35,31,34,131.04,1.3162173886299133,0.2156156338751316,1.9630642895698547,2.1351618840694426,0.9741531610488892,0.3297,-0.4285,500000,24,1148.9
130,100,28,39,33,129.81,1.3127353305816651,0.21979849228262902,1.9721308093070984,2.133480684518814,0.9860637187957764,0.341,-0.4392,500000,24,1205.1
131,100,41,26,33,119.95,1.330033412218094,0.20321962861716747,1.9396922960281373,2.068491726398468,0.9793287515640259,0.3732,-0.4969,500000,24,1119.4
132,100,39,28,33,117.31,1.3213877592086791,0.2075847264677286,1.9441419374942779,2.083363296985626,0.985588788986206,0.3799,-0.4741,500000,24,1109.7
133,100,27,38,35,120.9,1.3191541299819947,0.20779730673134328,1.9425460515022277,2.082730801820755,1.0052266120910645,0.355,-0.4721,500000,24,1073.4
134,100,40,25,35,128.49,1.3166445460319518,0.21399218130111694,1.95862109041214,2.0983613126277922,0.9701570272445679,0.3354,-0.4423,500000,24,1161.1
135,100,39,27,34,129.5,1.3113569266796112,0.2246594348549843,1.9853352358341216,2.136643240690231,0.9759258031845093,0.3475,-0.4521,500000,24,1244.2
136,100,30,28,42,122.71,1.3069621453285216,0.22189817777276039,1.9726566841602327,2.1399794838428496,0.950838565826416,0.28,-0.4305,500000,24,1102.4
137,100,24,28,48,125.22,1.2986772639751434,0.22484030228853225,1.9731981694698333,2.177176369667053,0.9621127843856812,0.2278,-0.2994,500000,24,1144.0
138,100,32,30,38,114.42,1.3004346659183503,0.22512627133727073,1.9758134841918946,2.1686705791950227,0.9522813558578491,0.3607,-0.4364,500000,24,1032.6
